day,files_modified,hunks,lines_added,lines_removed,lines_modified,commits
2009-05-29,23,49,434,52,486,13
2009-05-30,18,61,528,27,555,11
2009-05-31,120,357,988,684,1672,17
2009-06-01,66,113,7092,31,7123,27
2009-06-02,27,69,298,66,364,12
2009-06-03,31,96,381,84,465,8
2009-06-04,6,15,28,17,45,4
2009-06-06,65,324,1186,1162,2348,37
2009-06-07,6,16,19,10,29,3
2009-06-08,4,8,22,7,29,3
2009-06-09,19,40,74,81,155,12
2009-06-10,15,40,153,19,172,8
2009-06-11,4,4,4,4,8,4
2009-06-12,20,28,97,228,325,12
2009-06-13,64,319,7803,1052,8855,16
2009-06-14,14,89,241,157,398,10
2009-06-15,3,5,7,10,17,2
2009-06-18,51,176,505,191,696,24
2009-06-20,2,328,449,331,780,1
2009-06-21,84,211,566,452,1018,21
2009-06-22,29,74,162,75,237,12
2009-06-23,3,6,12,11,23,3
2009-06-25,12,41,354,29,383,7
2009-06-26,2,4,7,2,9,2
2009-06-27,98,250,625,368,993,20
2009-06-28,9,74,441,56,497,2
2009-06-29,2,3,5,0,5,1
2009-06-30,25,76,239,104,343,16
2009-07-01,2,4,5,4,9,2
2009-07-02,47,194,603,193,796,14
2009-07-03,2,5,6,10,16,1
2009-07-05,10,12,13,22,35,3
2009-07-06,88,267,544,415,959,16
2009-07-07,1,1,2,0,2,1
2009-07-08,11,126,176,118,294,9
2009-07-09,31,140,551,202,753,10
2009-07-10,6,35,102,51,153,5
2009-07-11,34,150,514,272,786,17
2009-07-12,2,6,25,18,43,1
2009-07-13,4,4,5,2,7,3
2009-07-14,3,3,4,3,7,3
2009-07-15,3,5,2,7,9,1
2009-07-16,3,4,7,3,10,3
2009-07-18,6,9,42,21,63,4
2009-07-19,9,23,66,41,107,6
2009-07-20,5,6,175,173,348,2
2009-07-22,5,12,152,16,168,3
2009-07-23,30,56,324,61,385,14
2009-07-24,19,48,132,61,193,10
2009-07-25,50,104,488,114,602,24
2009-07-26,13,44,355,19,374,7
2009-07-28,6,7,7,10,17,2
2009-07-29,74,130,2118,135,2253,16
2009-07-30,6,7,95,3,98,3
2009-07-31,14,62,163,70,233,8
2009-08-01,1,1,1,0,1,1
2009-08-02,1,1,2,0,2,1
2009-08-04,5,8,102,12,114,5
2009-08-05,76,186,1334,420,1754,26
2009-08-06,39,116,575,225,800,26
2009-08-07,11,30,167,8,175,7
2009-08-08,106,401,1674,707,2381,13
2009-08-09,18,23,92,17,109,10
2009-08-10,35,151,2155,258,2413,21
2009-08-11,40,105,456,151,607,12
2009-08-12,50,93,371,127,498,16
2009-08-13,16,274,642,299,941,9
2009-08-14,8,43,194,71,265,5
2009-08-15,31,83,559,46,605,15
2009-08-16,18,43,430,30,460,6
2009-08-17,3,4,33,3,36,2
2009-08-18,35,53,162,495,657,12
2009-08-19,20,48,377,25,402,12
2009-08-20,6,12,32,7,39,4
2009-08-21,14,26,205,73,278,7
2009-08-22,75,163,1287,141,1428,12
2009-08-23,9,63,177,71,248,7
2009-08-24,58,152,1293,159,1452,24
2009-08-25,23,50,204,48,252,8
2009-08-26,45,77,499,63,562,13
2009-08-27,47,124,1355,246,1601,18
2009-08-28,35,51,234,544,778,13
2009-08-29,49,178,903,280,1183,15
2009-08-30,1,2,2,2,4,1
2009-08-31,6,34,173,42,215,4
2009-09-01,37,147,1377,195,1572,11
2009-09-02,4,9,37,9,46,2
2009-09-03,23,115,516,107,623,12
2009-09-04,25,69,234,93,327,11
2009-09-05,4,574,982,583,1565,2
2009-09-06,17,49,154,63,217,13
2009-09-07,47,219,1414,218,1632,13
2009-09-08,7,28,131,16,147,3
2009-09-09,2,5,3,13,16,2
2009-09-10,4,23,85,39,124,4
2009-09-11,11,25,56,38,94,7
2009-09-12,15,21,79,6,85,5
2009-09-13,74,179,1294,387,1681,25
2009-09-14,11,11,12,10,22,6
2009-09-15,17,121,691,394,1085,9
2009-09-16,14,44,180,51,231,6
2009-09-17,1,1,1,0,1,1
2009-09-18,1,9,65,33,98,1
2009-09-19,60,84,1910,53,1963,17
2009-09-20,2,2,2,0,2,2
2009-09-21,4,228,542,260,802,3
2009-09-22,9,28,69,25,94,7
2009-09-23,2,4,7,2,9,2
2009-09-25,6,7,25,3,28,6
2009-09-26,1,8,15,9,24,1
2009-09-29,20,51,217,97,314,13
2009-09-30,1,1,1,0,1,1
2009-10-01,7,20,27,25,52,4
2009-10-02,11,15,20,13,33,8
2009-10-03,2,2,2,1,3,1
2009-10-04,6,9,54,9,63,3
2009-10-05,4,5,60,9,69,2
2009-10-07,2,4,7,4,11,2
2009-10-08,8,16,45,11,56,5
2009-10-09,40,62,159,75,234,29
2009-10-10,9,35,111,38,149,5
2009-10-11,3,5,13,13,26,3
2009-10-12,14,18,118,19,137,9
2009-10-13,7,11,51,6,57,4
2009-10-14,16,22,77,17,94,9
2009-10-15,1,1,2,2,4,1
2009-10-17,23,74,624,165,789,6
2009-10-18,7,20,134,18,152,3
2009-10-19,35,122,463,171,634,22
2009-10-20,77,230,1811,440,2251,30
2009-10-21,11,23,122,95,217,8
2009-10-22,13,35,105,86,191,9
2009-10-23,9,15,78,3,81,6
2009-10-24,11,32,333,30,363,7
2009-10-25,43,81,132,93,225,6
2009-10-26,21,57,171,40,211,11
2009-10-27,31,72,4387,28,4415,10
2009-10-28,28,62,406,223,629,16
2009-10-30,22,40,128,18,146,14
2009-10-31,80,271,1625,395,2020,26
2009-11-02,5,12,14,12,26,5
2009-11-03,5,14,1000,8,1008,5
2009-11-04,7,12,61,6,67,5
2009-11-05,48,183,1931,107,2038,21
2009-11-06,2,3,4,5,9,2
2009-11-07,10,67,202,98,300,7
2009-11-09,17,38,1252,48,1300,11
2009-11-10,104,275,1601,958,2559,55
2009-11-11,1,1,1,1,2,2
2009-11-13,39,80,814,145,959,13
2009-11-14,18,546,1180,723,1903,15
2009-11-15,8,10,317,6,323,7
2009-11-16,117,311,1252,438,1690,37
2009-11-17,20,82,582,82,664,7
2009-11-18,43,191,679,422,1101,17
2009-11-19,3,5,11,5,16,2
2009-11-20,16,39,104,43,147,8
2009-11-21,170,561,6051,1283,7334,29
2009-11-22,7,17,52,21,73,6
2009-11-23,92,237,1032,276,1308,33
2009-11-24,64,145,1537,140,1677,18
2009-11-25,16,42,85,44,129,6
2009-11-26,2,2,134,134,268,1
2009-11-27,12,22,204,11,215,9
2009-11-28,16,42,197,44,241,7
2009-11-29,2,5,59,2,61,1
2009-11-30,366,1547,15430,2892,18322,21
2009-12-01,21,75,1089,48,1137,12
2009-12-02,11,21,64,18,82,6
2009-12-03,94,195,886,214,1100,38
2009-12-04,15,35,77,18,95,4
2009-12-05,42,131,666,256,922,17
2009-12-06,1,2,21,1,22,1
2009-12-07,334,1483,13871,3040,16911,13
2009-12-08,9,13,56,12,68,6
2009-12-09,32,376,2030,422,2452,16
2009-12-10,11,20,42,161,203,4
2009-12-11,9,17,34,169,203,3
2009-12-12,8,21,28,13,41,4
2009-12-13,1,2,4,1,5,1
2009-12-14,12,29,85,23,108,5
2009-12-15,1,1,15,0,15,1
2009-12-16,24,38,142,25,167,7
2009-12-18,2,5,40,4,44,2
2009-12-19,2,7,54,9,63,1
2009-12-20,7,12,52,15,67,4
2009-12-21,12,120,868,224,1092,8
2009-12-22,5,17,44,7,51,3
2009-12-23,5,5,40,3,43,3
2009-12-26,79,238,1794,227,2021,20
2009-12-27,2,2,2,2,4,2
2009-12-28,21,111,762,92,854,5
2009-12-29,12,23,37,39,76,6
2009-12-30,29,97,460,76,536,16
2009-12-31,21,40,148,39,187,11
2010-01-02,3,7,42,1,43,2
2010-01-03,8,22,65,20,85,4
2010-01-04,25,59,370,91,461,7
2010-01-05,1,2,26,6,32,1
2010-01-06,35,86,491,360,851,20
2010-01-07,45,133,926,154,1080,20
2010-01-08,1,2,1,3,4,1
2010-01-09,8,34,186,79,265,6
2010-01-10,216,833,1730,970,2700,49
2010-01-11,5,15,207,33,240,2
2010-01-12,73,392,1832,424,2256,44
2010-01-13,66,280,2075,508,2583,10
2010-01-14,36,121,314,150,464,22
2010-01-15,13,37,129,26,155,7
2010-01-16,7,16,25,20,45,5
2010-01-17,99,287,1637,641,2278,32
2010-01-18,35,89,505,118,623,12
2010-01-19,83,301,1024,358,1382,28
2010-01-20,167,502,2721,1039,3760,37
2010-01-21,191,887,2663,1338,4001,20
2010-01-22,68,93,2656,2601,5257,22
2010-01-23,93,466,3269,506,3775,37
2010-01-24,33,103,419,301,720,19
2010-01-25,36,123,890,164,1054,14
2010-01-26,483,2744,16762,6560,23322,29
2010-01-27,28,93,342,73,415,13
2010-01-28,51,1271,2244,1464,3708,19
2010-01-29,15,1574,5537,1743,7280,10
2010-01-30,28,79,362,99,461,19
2010-01-31,1537,15348,198673,55133,253806,12
2010-02-01,20,84,564,79,643,8
2010-02-02,10,579,822,647,1469,7
2010-02-03,16,71,451,92,543,6
2010-02-04,33,58,129,108,237,9
2010-02-05,14,25,107,93,200,4
2010-02-06,44,213,634,196,830,20
2010-02-07,40,2086,3011,2417,5428,4
2010-02-08,10,18,51,28,79,8
2010-02-09,16,28,86,36,122,10
2010-02-10,38,156,601,154,755,18
2010-02-12,24,50,120,50,170,17
2010-02-13,26,78,391,67,458,12
2010-02-14,77,399,2251,549,2800,33
2010-02-15,12,17,40,18,58,8
2010-02-16,26,40,332,30,362,11
2010-02-17,96,328,770,656,1426,36
2010-02-18,20,62,78,72,150,2
2010-02-19,28,50,150,66,216,5
2010-02-20,17,47,211,70,281,12
2010-02-21,29,177,546,180,726,11
2010-02-22,195,222,37434,37348,74782,10
2010-02-23,23,47,341,56,397,9
2010-02-24,40,92,224,148,372,23
2010-02-25,17,38,111,55,166,11
2010-02-26,17,97,613,109,722,12
2010-02-28,29,65,269,52,321,15
2010-03-01,4,4,18,0,18,2
2010-03-02,89,298,1182,599,1781,34
2010-03-03,29,205,542,236,778,13
2010-03-04,3,6,9,5,14,3
2010-03-05,45,106,496,105,601,22
2010-03-07,119,415,1962,527,2489,51
2010-03-08,64,208,853,295,1148,23
2010-03-09,20,47,574,28,602,5
2010-03-10,200,232,37359,37178,74537,7
2010-03-12,2,15,15,15,30,2
2010-03-13,68,213,1682,248,1930,23
2010-03-14,20,49,228,28,256,9
2010-03-15,51,243,2386,440,2826,9
2010-03-16,2,8,9,7,16,1
2010-03-17,13,30,42,76,118,12
2010-03-20,86,309,1154,358,1512,36
2010-03-21,44,126,503,124,627,25
2010-03-22,16,40,24,47,71,3
2010-03-24,84,273,2679,179,2858,16
2010-03-25,13,82,238,149,387,9
2010-03-28,25,43,219,57,276,12
2010-03-29,26,127,612,212,824,11
2010-03-30,10,17,56,11,67,7
2010-03-31,25,48,79,35,114,12
2010-04-01,14,46,562,122,684,7
2010-04-02,28,55,754,122,876,12
2010-04-03,76,276,830,319,1149,31
2010-04-04,15,71,194,90,284,11
2010-04-05,1,2,0,2,2,1
2010-04-06,18,121,338,225,563,9
2010-04-07,13,43,132,68,200,8
2010-04-08,3,4,19,6,25,2
2010-04-09,16,46,107,45,152,7
2010-04-10,63,177,393,188,581,31
2010-04-11,30,118,329,197,526,16
2010-04-12,5,19,45,47,92,4
2010-04-13,9,27,90,28,118,7
2010-04-14,16,50,302,60,362,5
2010-04-15,9,55,117,42,159,5
2010-04-17,21,81,117,91,208,15
2010-04-18,12,56,195,76,271,11
2010-04-19,32,135,456,140,596,14
2010-04-20,25,103,451,112,563,16
2010-04-21,3,6,141,0,141,1
2010-04-22,2,4,12,4,16,2
2010-04-23,11,23,73,28,101,7
2010-04-24,4,7,36,15,51,2
2010-05-01,21,54,383,43,426,15
2010-05-02,11,15,16,13,29,4
2010-05-03,10,32,346,81,427,5
2010-05-04,25,68,262,75,337,12
2010-05-06,5,13,75,10,85,3
2010-05-07,12,23,83,22,105,5
2010-05-08,16,23,332,130,462,10
2010-05-09,92,313,1503,504,2007,36
2010-05-10,17,30,133,88,221,11
2010-05-11,2,2,13,1,14,1
2010-05-12,6,14,112,7,119,4
2010-05-19,18,26,50,17,67,11
2010-05-20,44,188,813,199,1012,20
2010-05-21,118,519,2821,577,3398,32
2010-05-24,23,55,282,140,422,10
2010-05-25,13,30,75,63,138,8
2010-05-27,1,1,3,1,4,1
2010-05-28,13,31,101,15,116,8
2010-05-29,1,1,6,0,6,1
2010-05-30,1,5,10,4,14,1
2010-05-31,69,136,191,149,340,6
2010-06-01,59,258,1906,1505,3411,30
2010-06-02,39,107,539,142,681,30
2010-06-03,10,30,206,31,237,6
2010-06-05,7,46,108,68,176,4
2010-06-06,8,23,148,9,157,5
2010-06-07,17,63,235,87,322,8
2010-06-08,3,4,4,4,8,1
2010-06-10,1,1,1,0,1,1
2010-06-11,24,51,549,356,905,14
2010-06-12,9,25,71,17,88,3
2010-06-13,86,236,1870,849,2719,32
2010-06-14,16,45,150,40,190,11
2010-06-15,1,1,1,1,2,1
2010-06-16,69,285,1049,292,1341,24
2010-06-17,5,12,63,19,82,3
2010-06-18,77,399,3033,1743,4776,29
2010-06-20,1,1,1,1,2,1
2010-06-21,170,547,2102,728,2830,43
2010-06-22,59,223,1127,267,1394,24
2010-06-23,2,20,34,20,54,2
2010-06-24,14,29,213,15,228,8
2010-06-25,75,159,528,151,679,15
2010-06-27,111,347,730,336,1066,18
2010-06-28,17,70,319,55,374,12
2010-06-29,18,51,96,52,148,9
2010-06-30,76,251,1905,1018,2923,14
2010-07-02,13,27,201,17,218,5
2010-07-05,66,130,553,343,896,22
2010-07-06,6,15,33,12,45,5
2010-07-07,83,243,1031,235,1266,20
2010-07-08,2,9,13,9,22,2
2010-07-09,1111,9281,104314,49118,153432,14
2010-07-10,3,3,5,1,6,3
2010-07-12,11,27,72,44,116,5
2010-07-13,10,26,86,33,119,7
2010-07-14,19,46,365,41,406,10
2010-07-15,47,104,757,278,1035,18
2010-07-16,15,43,228,89,317,9
2010-07-19,25,56,290,183,473,15
2010-07-20,30,58,97,50,147,9
2010-07-21,10,29,65,75,140,5
2010-07-23,21,120,289,137,426,15
2010-07-25,1,1,2,0,2,1
2010-07-26,36,90,652,252,904,25
2010-07-27,44,65,226,33,259,15
2010-07-28,8,12,70,35,105,7
2010-07-30,11,26,76,12,88,7
2010-08-02,39,113,344,104,448,21
2010-08-03,34,93,284,61,345,8
2010-08-04,6,15,35,36,71,5
2010-08-05,5,15,52,30,82,5
2010-08-06,44,196,739,243,982,21
2010-08-07,2,2,13,2,15,2
2010-08-09,72,186,781,142,923,23
2010-08-11,68,170,824,165,989,22
2010-08-12,18,29,175,19,194,9
2010-08-13,30,80,357,221,578,17
2010-08-15,62,133,2058,113,2171,19
2010-08-16,35,115,681,325,1006,16
2010-08-17,6,10,74,18,92,3
2010-08-18,227,1089,12794,5412,18206,95
2010-08-19,18,37,129,86,215,10
2010-08-20,65,207,558,339,897,31
2010-08-22,113,311,1954,426,2380,32
2010-08-23,20,34,37,36,73,4
2010-08-24,26,58,164,63,227,13
2010-08-25,8,17,43,15,58,6
2010-08-26,27,67,160,122,282,10
2010-08-27,17,32,271,28,299,7
2010-08-30,14,15,47,22,69,6
2010-08-31,129,338,3357,503,3860,37
2010-09-01,31,57,400,28,428,12
2010-09-03,127,536,11980,4889,16869,21
2010-09-04,71,522,1191,670,1861,7
2010-09-06,77,302,521,525,1046,10
2010-09-07,227,248,5243,5226,10469,7
2010-09-08,26,53,227,28,255,9
2010-09-09,42,174,457,207,664,13
2010-09-10,243,290,5418,5278,10696,20
2010-09-11,1,2,5,1,6,1
2010-09-12,10,52,114,92,206,6
2010-09-13,7,371,520,456,976,5
2010-09-14,2,3,3,2,5,2
2010-09-15,56,613,953,719,1672,11
2010-09-16,3,18,48,44,92,3
2010-09-17,2,2,2,2,4,2
2010-09-18,10,26,62,48,110,8
2010-09-24,8,14,183,9,192,6
2010-09-27,57,91,261,91,352,26
2010-09-28,3,26,53,29,82,2
2010-09-29,79,222,1063,199,1262,28
2010-09-30,78,196,1132,347,1479,64
2010-10-01,12,31,74,23,97,8
2010-10-03,11,17,46,16,62,9
2010-10-04,3,11,24,9,33,2
2010-10-05,7,18,84,16,100,5
2010-10-06,96,286,854,386,1240,40
2010-10-07,3,6,18,10,28,3
2010-10-08,66,118,159,159,318,8
2010-10-13,47,122,1050,125,1175,24
2010-10-14,53,87,170,105,275,9
2010-10-17,2,2,7,1,8,1
2010-10-18,25,71,309,153,462,14
2010-10-19,17,51,133,64,197,9
2010-10-20,9,24,164,57,221,7
2010-10-21,64,149,281,213,494,9
2010-10-22,78,143,352,164,516,12
2010-10-25,1,2,2,2,4,1
2010-10-26,3,6,13,3,16,2
2010-10-27,53,207,720,248,968,14
2010-10-28,6,19,44,33,77,3
2010-10-29,14,21,106,4,110,7
2010-11-03,56,144,235,151,386,18
2010-11-04,55,153,1192,263,1455,22
2010-11-05,16,45,218,41,259,10
2010-11-08,2,6,9,4,13,1
2010-11-09,119,243,507,463,970,17
2010-11-10,40,68,569,347,916,23
2010-11-11,4,11,43,14,57,4
2010-11-12,21,55,381,31,412,4
2010-11-13,2,2,3,1,4,2
2010-11-14,3,97,107,52,159,2
2010-11-15,74,100,143,117,260,11
2010-11-16,3,5,46,15,61,3
2010-11-17,149,439,4447,491,4938,61
2010-11-18,1,8,35,2,37,1
2010-11-19,8,24,54,27,81,3
2010-11-22,1,1,1,1,2,1
2010-11-23,5,7,31,0,31,2
2010-11-24,297,825,3544,1619,5163,61
2010-11-26,16,26,48,37,85,11
2010-11-29,56,104,4305,70,4375,42
2010-11-30,58,252,1649,392,2041,21
2010-12-01,29,82,726,84,810,13
2010-12-02,54,105,457,68,525,17
2010-12-03,15,28,59,27,86,10
2010-12-04,43,137,794,299,1093,8
2010-12-05,2,6,37,8,45,1
2010-12-06,3,12,12,11,23,2
2010-12-07,28,87,421,280,701,18
2010-12-08,61,174,4390,211,4601,16
2010-12-09,49,129,369,95,464,23
2010-12-10,18,38,85,37,122,10
2010-12-11,15,333,506,331,837,8
2010-12-12,2,2,2,0,2,2
2010-12-13,82,207,1478,1019,2497,24
2010-12-14,50,480,2747,491,3238,25
2010-12-15,744,3474,27931,13340,41271,12
2010-12-16,55,192,1173,212,1385,17
2010-12-17,8,27,52,13,65,5
2010-12-19,8,19,81,80,161,8
2010-12-20,11,14,75,51,126,4
2010-12-21,19,116,300,79,379,13
2010-12-22,54,437,1186,538,1724,21
2010-12-23,6,11,28,13,41,5
2010-12-26,2,4,6,2,8,2
2010-12-27,9,9,53,2,55,3
2010-12-28,45,133,4688,190,4878,13
2010-12-29,1,2,2,2,4,1
2011-01-04,25,55,150,69,219,12
2011-01-05,14,35,138,30,168,7
2011-01-06,5,43,46,41,87,3
2011-01-07,3,7,23,16,39,3
2011-01-09,7,6,12,3,15,6
2011-01-10,13,18,90,33,123,9
2011-01-11,7,610,1233,1177,2410,5
2011-01-12,1,2,2,2,4,1
2011-01-13,20,62,210,94,304,14
2011-01-16,1,2,3,6,9,1
2011-01-18,48,122,885,120,1005,7
2011-01-19,24,153,866,4224,5090,19
2011-01-20,1,1,1,1,2,1
2011-01-21,3,29,131,99,230,2
2011-01-24,15,342,1017,4417,5434,9
2011-01-27,19,31,2344,16,2360,11
2011-01-28,13,34,54,32,86,11
2011-01-31,5,6,10,5,15,3
2011-02-03,62,220,733,503,1236,24
2011-02-06,3,6,7,11,18,3
2011-02-07,33,60,351,70,421,19
2011-02-08,5,31,236,108,344,3
2011-02-09,1,1,1,1,2,1
2011-02-10,139,619,2169,1206,3375,47
2011-02-11,7,19,47,13,60,4
2011-02-12,4,5,24,2,26,1
2011-02-13,8,11,24,5,29,4
2011-02-14,14,46,173,62,235,7
2011-02-15,48,113,286,244,530,20
2011-02-16,21,47,204,79,283,10
2011-02-17,13,31,160,32,192,7
2011-02-18,2,2,12,1,13,1
2011-02-19,11,21,43,42,85,3
2011-02-21,33,147,212,115,327,20
2011-02-22,44,238,659,359,1018,17
2011-02-23,7,16,115,12,127,4
2011-02-24,4,13,98,22,120,4
2011-02-25,5,8,16,8,24,3
2011-02-26,51,199,1472,329,1801,17
2011-02-27,8,29,167,52,219,8
2011-02-28,109,479,2233,890,3123,28
2011-03-01,21,110,1391,211,1602,4
2011-03-02,17,36,154,75,229,11
2011-03-03,1,2,0,2,2,1
2011-03-04,23,47,122,67,189,11
2011-03-05,1,15,56,45,101,1
2011-03-06,1,4,13,2,15,1
2011-03-07,31,137,451,408,859,12
2011-03-08,49,191,518,203,721,21
2011-03-09,79,203,1205,405,1610,27
2011-03-10,112,797,1011,867,1878,73
2011-03-11,160,170,66,856,922,8
2011-03-13,5,7,36,4,40,4
2011-03-14,7,10,34,9,43,6
2011-03-15,183,289,442,1003,1445,27
2011-03-16,103,219,654,474,1128,27
2011-03-17,30,90,210,177,387,9
2011-03-18,4,16,35,18,53,4
2011-03-20,69,256,1019,444,1463,19
2011-03-21,35,79,322,72,394,20
2011-03-22,108,368,770,1315,2085,25
2011-03-23,73,312,1117,504,1621,23
2011-03-24,7,17,123,15,138,4
2011-03-25,24,96,294,208,502,11
2011-03-26,46,456,3074,605,3679,9
2011-03-27,32,64,489,74,563,11
2011-03-28,36,106,699,80,779,17
2011-03-29,33,86,169,130,299,20
2011-03-30,34,72,295,248,543,17
2011-03-31,7,13,80,11,91,4
2011-04-01,32,127,529,162,691,20
2011-04-02,79,829,1232,902,2134,7
2011-04-03,59,115,553,134,687,23
2011-04-04,25,105,677,99,776,8
2011-04-05,9,15,36,40,76,2
2011-04-06,35,124,599,355,954,17
2011-04-07,8,13,149,9,158,5
2011-04-08,5,16,48,14,62,2
2011-04-09,4,11,29,4,33,3
2011-04-11,31,89,163,65,228,14
2011-04-12,18,56,106,87,193,15
2011-04-13,44,155,511,161,672,20
2011-04-14,18,138,196,167,363,10
2011-04-15,446,2567,11158,4376,15534,9
2011-04-18,1,3,6,11,17,1
2011-04-19,11,18,43,23,66,6
2011-04-20,3,6,29,6,35,2
2011-04-21,5,11,104,67,171,3
2011-04-22,3,17,28,19,47,2
2011-04-24,23,46,146,76,222,6
2011-04-25,2,4,8,0,8,2
2011-04-26,15,42,369,58,427,9
2011-04-27,60,144,495,229,724,23
2011-04-28,44,378,1177,988,2165,12
2011-04-29,53,188,1857,279,2136,27
2011-05-01,5,13,55,30,85,5
2011-05-02,64,330,655,452,1107,9
2011-05-03,435,2587,9831,4430,14261,1
2011-05-04,63,186,1010,399,1409,28
2011-05-05,17,32,51,36,87,15
2011-05-06,70,273,894,450,1344,24
2011-05-08,8,12,101,101,202,5
2011-05-09,40,131,496,185,681,20
2011-05-10,29,93,295,138,433,19
2011-05-11,38,214,825,556,1381,16
2011-05-13,59,152,1979,332,2311,24
2011-05-14,3,12,111,8,119,2
2011-05-15,57,189,1325,226,1551,21
2011-05-16,44,152,514,282,796,27
2011-05-17,5,13,24,19,43,3
2011-05-18,20,46,206,30,236,10
2011-05-19,16,52,200,45,245,5
2011-05-20,56,179,1737,301,2038,25
2011-05-21,76,186,725,209,934,59
2011-05-22,10,39,124,42,166,7
2011-05-23,44,117,1336,140,1476,15
2011-05-24,40,107,1757,951,2708,19
2011-05-25,44,217,447,208,655,10
2011-05-26,158,518,4383,2833,7216,56
2011-05-27,24,70,153,69,222,16
2011-05-28,3,5,28,2,30,2
2011-05-29,6,14,28,12,40,5
2011-05-30,47,123,660,162,822,12
2011-05-31,1733,14730,159165,66042,225207,27
2011-06-01,17,40,74,69,143,8
2011-06-02,7,11,268,119,387,5
2011-06-03,3,6,22,11,33,2
2011-06-05,1,1,1,1,2,1
2011-06-06,45,89,503,338,841,20
2011-06-07,7,13,24,26,50,5
2011-06-08,2,11,22,16,38,2
2011-06-09,8,21,95,43,138,6
2011-06-10,39,137,343,170,513,7
2011-06-12,3,10,68,5,73,3
2011-06-13,4,13,198,14,212,3
2011-06-15,30,75,1025,75,1100,11
2011-06-16,12,43,65,49,114,5
2011-06-17,4,4,8,5,13,4
2011-06-19,13,22,44,21,65,4
2011-06-20,16,34,81,31,112,9
2011-06-21,4,10,4,22,26,4
2011-06-22,59,157,813,391,1204,27
2011-06-23,8,22,40,36,76,8
2011-06-24,2,2,2,2,4,2
2011-06-26,11,38,225,20,245,5
2011-06-27,5,13,37,16,53,4
2011-06-28,4,6,38,3,41,3
2011-06-29,25,47,113,44,157,9
2011-06-30,76,346,2218,464,2682,20
2011-07-01,3,7,9,6,15,2
2011-07-06,3832,38882,306096,124870,430966,9
2011-07-07,14,31,262,219,481,6
2011-07-08,2,10,129,1,130,2
2011-07-11,14,38,153,43,196,6
2011-07-12,14,23,371,13,384,4
2011-07-13,36,115,455,155,610,15
2011-07-14,14,37,58,143,201,6
2011-07-19,118,413,1770,696,2466,37
2011-07-20,9,29,111,47,158,6
2011-07-21,2,2,82,2,84,2
2011-07-22,121,182,659,280,939,18
2011-07-24,17,44,126,42,168,14
2011-07-25,2,2,2,3,5,1
2011-07-28,2,5,11,4,15,1
2011-08-01,82,259,927,396,1323,32
2011-08-02,4,5,35,34,69,1
2011-08-03,14,37,53,63,116,10
2011-08-04,100,372,1188,456,1644,53
2011-08-05,16,37,238,23,261,8
2011-08-08,45,154,688,248,936,30
2011-08-09,5,8,39,3,42,2
2011-08-11,69,132,767,279,1046,21
2011-08-14,97,382,2261,698,2959,72
2011-08-16,167,317,1173,378,1551,28
2011-08-17,3,4,43,35,78,2
2011-08-18,112,400,2372,897,3269,25
2011-08-19,56,193,677,486,1163,16
2011-08-21,21,62,1914,57,1971,7
2011-08-22,32,48,359,86,445,16
2011-08-23,66,135,830,125,955,21
2011-08-24,9,18,43,34,77,6
2011-08-25,54,148,764,553,1317,15
2011-08-26,12,43,131,33,164,8
2011-08-27,7,27,44,21,65,5
2011-08-28,1,2,5,5,10,1
2011-08-29,100,336,1407,422,1829,37
2011-08-30,8,21,146,73,219,8
2011-08-31,2,2,2,1,3,2
2011-09-01,23,61,1122,75,1197,10
2011-09-02,44,276,3796,531,4327,18
2011-09-04,5,15,44,7,51,2
2011-09-05,1,1,91,0,91,1
2011-09-06,33,72,112,153,265,11
2011-09-07,3,32,48,49,97,3
2011-09-08,21,50,203,71,274,6
2011-09-09,9,29,206,123,329,5
2011-09-11,5,12,11,12,23,5
2011-09-12,77,139,703,207,910,29
2011-09-13,7,30,656,27,683,4
2011-09-14,12,44,215,95,310,7
2011-09-15,9,19,38,27,65,6
2011-09-16,7,8,411,395,806,4
2011-09-17,10,22,66,16,82,2
2011-09-18,11,57,88,61,149,4
2011-09-19,6,14,17,13,30,3
2011-09-20,4,4,4,4,8,2
2011-09-21,12,32,51,34,85,7
2011-09-22,16,68,188,25,213,9
2011-09-23,34,72,312,84,396,11
2011-09-26,9,47,78,62,140,7
2011-09-27,8,21,46,32,78,7
2011-09-28,13,25,49,22,71,6
2011-09-29,3,4,10,4,14,3
2011-09-30,12,93,399,203,602,6
2011-10-03,28,73,264,161,425,19
2011-10-04,7,19,64,21,85,5
2011-10-05,200,727,3891,994,4885,73
2011-10-06,23,45,78,51,129,12
2011-10-07,18,85,246,172,418,13
2011-10-08,3,7,11,9,20,2
2011-10-09,6,6,6,7,13,5
2011-10-10,73,355,1281,668,1949,24
2011-10-11,3,7,55,5,60,2
2011-10-12,35,104,461,256,717,16
2011-10-13,12,33,198,84,282,6
2011-10-14,49,179,543,191,734,23
2011-10-15,8,23,43,21,64,8
2011-10-16,77,208,2149,603,2752,36
2011-10-17,13,39,102,49,151,10
2011-10-18,68,359,1687,567,2254,39
2011-10-19,61,197,2189,632,2821,24
2011-10-20,3,1,4,0,4,2
2011-10-21,88,411,1595,672,2267,46
2011-10-24,10,12,18,12,30,8
2011-10-26,89,324,947,520,1467,36
2011-10-27,27,80,202,86,288,13
2011-10-28,11,22,75,36,111,5
2011-10-31,29,88,1181,681,1862,15
